Row Labels,Sum of Percent with religious exemption
OAK HARBOR ELEMENTARY,0.2
2,0.2
OAK HARBOR HIGH SCHOOL,0.2
2,0.2
OAK HARBOR MIDDLE SCHOOL,0
2,0
OAK HEIGHTS ELEMENTARY,0.3
2,0.3
OAKBROOK ELEMENTARY SCHOOL,0.3
10,0.3
OAKESDALE ELEMENTARY SCHOOL,0
0,0
OAKESDALE HIGH SCHOOL,0
0,0
OAKLAND BAY JUNIOR HIGH SCHOOL,0.1
10,0.1
OAKLAND HIGH SCHOOL,0.5
6,0.5
OAKRIDGE RANCH - MONTESSORI FARM SCHOOL,0
4,0
OAKVIEW ELEMENTARY SCHOOL,0.5
3,0.5
OAKVILLE ELEMENTARY,0
0,0
OAKVILLE HIGH SCHOOL,0
0,0
OASIS K-12,0
2,0
OCEAN PARK ELEMENTARY,0
3,0
OCEAN SHORES ELEMENTARY,0
0,0
OCHOA MIDDLE SCHOOL,0
4,0
OCOSTA ELEMENTARY SCHOOL,0
6,0
OCOSTA JUNIOR - SENIOR HIGH,0.3
6,0.3
ODESSA HIGH SCHOOL,0
0,0
ODLE MIDDLE SCHOOL,0.1
9,0.1
ODYSSEY ELEMENTARY,0.2
2,0.2
ODYSSEY MULTIAGE PROGRAM,0.8
6,0.8
OFF CAMPUS,0.7
0,0.7
OKANOGAN HIGH SCHOOL,0.7
0,0.7
OKANOGAN MIDDLE SCHOOL,0
0,0
OLALLA ELEMENTARY SCHOOL,0
0,0
OLIVIA PARK ELEMENTARY,0
2,0
OLYMPIA CHRISTIAN SCHOOL,0
10,0
OLYMPIA COMMUNITY SCHOOL,0
10,0
OLYMPIA HIGH SCHOOL,0.2
10,0.2
OLYMPIA REGIONAL LEARNING ACADEMY,1.6
10,1.6
OLYMPIA REGIONAL LEARNING ACADEMY B,0.9
10,0.9
OLYMPIA WALDORF SCHOOL,0
10,0
OLYMPIC CHRISTIAN SCHOOL,6.4
6,6.4
OLYMPIC ELEMENTARY,0
3,0
OLYMPIC ELEMENTARY SCHOOL,0.2
3,0.2
OLYMPIC HIGH SCHOOL,0.2
6,0.2
OLYMPIC HILLS ELEMENTARY SCHOOL,0.3
7,0.3
OLYMPIC MIDDLE SCHOOL,0.6
8,0.4
10,0.2
OLYMPIC VIEW ELEM,0
2,0
OLYMPIC VIEW ELEMENTARY,0.2
10,0.2
OLYMPIC VIEW ELEMENTARY SCHOOL,0
7,0
9,0
OLYMPIC VIEW MIDDLE SCHOOL,0.8
2,0.8
OMAK ADVENTIST CHRISTIAN SCHOOL,0
4,0
OMAK HIGH SCHOOL,0.9
0,0.9
OMAK MIDDLE SCHOOL,0.7
0,0.7
ON TRACK ACADEMY,0.6
5,0.6
ONALASKA ELEMENTARY SCHOOL,0
3,0
ONALASKA HIGH SCHOOL,0
3,0
ONALASKA MIDDLE SCHOOL,0
3,0
ONION CREEK ELEMENTARY,0
5,0
OPEN DOORS (1418),0.6
5,0.6
OPEN WINDOW SCHOOL,0
9,0
OPPORTUNITY ELEMENTARY,0.2
5,0.2
OPTIONS HIGH SCHOOL,0
2,0
ORCA K-8 SCHOOL,0
9,0
ORCAS CHRISTIAN SCHOOL,0
2,0
ORCAS ISLAND ELEMENTARY SCHOOL,1
2,1
ORCAS ISLAND HIGH SCHOOL,0
2,0
ORCAS ISLAND MIDDLE SCHOOL,0
2,0
ORCHARD CENTER ELEMENTARY,0.8
5,0.8
ORCHARD ELEMENTARY,0.1
4,0.1
ORCHARD HEIGHTS ELEMENTARY,0.3
6,0.3
ORCHARD MIDDLE SCHOOL,0
8,0
ORCHARD PRAIRIE ELEMENTARY,1.2
5,1.2
ORCHARDS ELEMENTARY SCHOOL,0.2
3,0.2
ORDWAY ELEMENTARY,0
6,0
ORIENT ELEM,3.3
0,3.3
ORONDO ELEMENTARY AND MIDDLE SCHOOL,0
0,0
OROVILLE ELEMENTARY,0
4,0
OROVILLE MIDDLE-HIGH SCHOOL,1.2
4,1.2
ORTING HIGH SCHOOL,0
8,0
ORTING MIDDLE SCHOOL,0
8,0
ORTING PRIMARY SCHOOL,0.4
8,0.4
OSBORN ELEMENTARY,0
8,0
OTHELLO HIGH SCHOOL,0
4,0
OTIS ORCHARDS SCHOOL,0.2
5,0.2
OUR LADY OF FATIMA SCHOOL,0
7,0
OUR LADY OF GUADALUPE SCHOOL,0
7,0
OUR LADY OF LOURDES SCHOOL,0
3,0
OUR LADY OF THE LAKE SCHOOL,0
7,0
OUR LADY STAR OF THE SEA SCHOOL,0
6,0
OUTLOOK ELEMENTARY SCHOOL,0
4,0
OVERCOMER ACADEMY,12.2
8,12.2
OVERLAKE SCHOOL,0
1,0
P C JANTZ ELEMENTARY,0
0,0
PACE ACADEMY (OPTIONS),0
6,0
PACE ALTERNATIVE HIGH SCHOOL,0
4,0
PACIFIC BEACH ELEMENTARY SCHOOL,0
0,0
PACIFIC CASCADE MIDDLE SCHOOL,0.2
8,0.2
PACIFIC CREST ACADEMY,0
3,0
PACIFIC CREST SCHOOLS,0
7,0
PACIFIC LEARNING ACADEMY,0
8,0
PACIFIC LEARNING CENTER NW,0
7,0
PACIFIC MIDDLE SCHOOL,0.7
3,0.7
9,0
PAIDEIA HIGH SCHOOL,10
5,10
PAL PROGRAM,0
6,0
PALISADES CHRISTIAN ACADEMY,0
5,0
PALISADES ELEMENTARY SCHOOL,0
4,0
PALOUSE ELEMENTARY AND HIGH SCHOOL,1.1
5,1.1
PALOUSE JUNCTION HIGH SCHOOL,0
0,0
PANORAMA SCHOOL,3.8
5,3.8
PANTHER LAKE ELEMENTARY SCHOOL,0
9,0
PARADE,1.9
1,1.9
PARAMOUNT CHRISTIAN ACADEMY,0
10,0
PARK LODGE ELEMENTARY SCHOOL,0
10,0
PARK MIDDLE SCHOOL,0
4,0
PARK ORCHARD ELEMENTARY SCHOOL,0.9
4,0.9
9,0
PARK PLACE MIDDLE SCHOOL,0.6
0,0.6
PARKLAND LUTHERAN SCHOOL,0
10,0
PARKSIDE ELEMENTARY,0.6
0,0.6
9,0
PARKVIEW ELEMENTARY SCHOOL,0.3
2,0.3
PARKWAY ELEMENTARY,0
5,0
PARKWAY SCHOOL,0.8
4,0.8
PARKWOOD ELEMENTARY,0.4
7,0.4
PASADENA PARK ELEMENTARY,0.6
5,0.6
PASCHAL SHERMAN,0
4,0
PASCO SENIOR HIGH SCHOOL,0.1
4,0.1
PATEROS ELEMENTARY,5.4
0,5.4
PATEROS HIGH SCHOOL,5.7
0,5.7
PATERSON ELEMENTARY SCHOOL,0
0,0
PATHFINDER K-8 SCHOOL,0.2
7,0.2
PAUL RUMBURG ELEMENTARY,1.3
8,1.3
PE ELL SCHOOL,0.4
0,0.4
PEACE LUTHERAN SCHOOL,0
6,0
PEACEFUL VALLEY CHRISTIAN SCHOOL,0
4,0
PEARL STREET CENTER,0
6,0
PENINSULA ELEMENTARY,0.2
4,0.2
PENINSULA HIGH SCHOOL,0.4
6,0.4
PENNY CREEK ELEMENTARY,0.1
1,0.1
PERKINS SCHOOL,0
7,0
PERRY G KEITHLEY MIDDLE SCHOOL,0.5
10,0.5
PESHASTIN DRYDEN ELEMENTARY,0
0,0
PETER G SCHMIDT ELEMENTARY,0.4
10,0.4
PETER S OGDEN ELEMENTARY,0.7
3,0.7
PHANTOM LAKE ELEMENTARY,0
9,0
PHOENIX HIGH SCHOOL,0
4,0
PHOENIX PROGRAM,0.7
10,0.7
PI PROGRAM,8.4
0,8.4
PICNIC POINT ELEMENTARY,0
2,0
PIERCE COUNTY SKILLS CENTER,0
10,0
PINE LAKE MIDDLE SCHOOL,0.2
8,0.2
PINE TREE ELEMENTARY SCHOOL,0.7
8,0.7
PINECREST ELEMENTARY,0
6,0
PINEWOOD ELEMENTARY,0.2
0,0.2
PIONEER ELEMENTARY,0.9
2,0.9
4,0
PIONEER ELEMENTARY SCHOOL,0.2
3,0
4,0
8,0
10,0.2
PIONEER INTERMEDIATE/MIDDLE SCHOOL,0.3
6,0.3
PIONEER MEADOWS MONTESSORI SCHOOL,0
1,0
PIONEER MIDDLE,0
10,0
PIONEER MIDDLE SCHOOL,0.6
5,0.3
8,0.3
PIONEER PRIMARY SCHOOL,0
6,0
PIONEER SCHOOL,0
5,0
PIONEER VALLEY ELEMENTARY,0.4
10,0.4
PLEASANT GLADE ELEMENTARY,0
10,0
PLEASANT VALLEY MIDDLE,0.8
3,0.8
PLEASANT VALLEY PRIMARY,0.5
0,0.5
POINT DEFIANCE ELEMENTARY SCHOOL,0.2
6,0.2
POINT ROBERTS PRIMARY,6.7
1,6.7
POMEROY ELEMENTARY SCHOOL,0
0,0
POMEROY JR SR HIGH SCHOOL,0
5,0
PONDEROSA ELEMENTARY,0.2
5,0.2
POPE ELEMENTARY,0.2
8,0.2
POPE JOHN PAUL II HIGH SCHOOL,0
10,0
PORT ANGELES HIGH SCHOOL,0.9
6,0.9
PORT GARDNER,1
2,1
PORT SUSAN MIDDLE SCHOOL,0
2,0
PORT TOWNSEND HIGH SCHOOL,0.3
6,0.3
POST MIDDLE SCHOOL,0.8
2,0.8
POULSBO ELEMENTARY SCHOOL,0.4
6,0.4
POULSBO MIDDLE SCHOOL,0.2
6,0.2
POULSBO SDA SCHOOL,0
6,0
PRAIRIE HIGH SCHOOL,0.8
0,0.8
PRAIRIE VIEW ELEMENTARY,0.3
5,0.3
PRAISE CHRISTIAN ACADEMY,0
7,0
PRESCOTT ELEMENTARY SCHOOL,0
0,0
PRESCOTT JR SR HIGH,0
0,0
PRESIDENTS ELEMENTARY,0.4
2,0.4
PRESTON HALL MIDDLE SCHOOL,0
5,0
PRIDE PREP,0
5,0
PRIVETT ACADEMY,0
9,0
PROGRESS ELEMENTARY SCHOOL,0
5,0
PROSPECT POINT ELEMENTARY,0.2
5,0.2
PROSSER FALLS EDUCATION CENTER,0
4,0
PROSSER HEIGHTS ELEMENTARY,0.4
4,0.4
PROSSER HIGH SCHOOL,0
4,0
PROVIDENCE CHRISTIAN SCHOOL NORTHWEST,0
1,0
PROVIDENCE CLASSICAL CHRISTIAN SCHOOL,0
2,0
PRUNE HILL ELEM,0.6
3,0.6
PTARMIGAN RIDGE INTERMEDIATE SCH,0.6
8,0.6
PUESTA DEL SOL ELEMENTARY SCHOOL (SUNSET BELLEVUE),0
9,0
PUGET SOUND ADVENTIST ACADEMY,0
1,0
PUGET SOUND CHRISTIAN SCHOOL,0
6,0
PUGET SOUND COMMUNITY SCHOOL,0
9,0
PUGET SOUND HIGH SCHOOL,0.6
7,0.6
PULLMAN CHRISTIAN SCHOOL,0
5,0
PULLMAN HIGH SCHOOL,0
5,0
PURDY ELEMENTARY SCHOOL,0
6,0
PUYALLUP HIGH SCHOOL,0.1
10,0.1
QUEEN ANNE ELEMENTARY,0.5
7,0.5
QUEEN OF ANGELS SCHOOL,0
6,0
QUEETS-CLEARWATER ELEMENTARY,0
0,0
QUIL CEDA TULALIP ELEMENTARY,0.9
2,0.9
QUILCENE HIGH AND ELEMENTARY,0
0,0
QUINCY HIGH SCHOOL,0.2
4,0.2
QUINCY HIGH TECH HIGH,0
4,0
QUINCY JUNIOR HIGH,0
4,0
QUINCY VALLEY SCHOOL,0
4,0
R A LONG HIGH SCHOOL,0.1
3,0.1
R E BENNETT ELEMENTARY,0.7
3,0.7
RAINIER BEACH HIGH SCHOOL,0
9,0
RAINIER CHRISTIAN HIGH SCHOOL,0
8,0
RAINIER CHRISTIAN MIDDLE SCHOOL,0
8,0
RAINIER CHRISTIAN SCHOOLS-KENT VIEW ELEMENTARY,0
8,0
RAINIER CHRISTIAN SCHOOLS-MAPLE VALLEY ELEMENTARY,0
8,0
RAINIER ELEMENTARY SCHOOL,0
0,0
10,0
RAINIER MIDDLE SCHOOL,0.4
0,0
8,0.4
RAINIER PREP,0
9,0
RAINIER SENIOR HIGH SCHOOL,1.2
0,1.2
RAINIER VIEW ELEMENTARY SCHOOL,0.2
8,0.2
9,0
RAISBECK AVIATION HIGH SCHOOL,0.7
9,0.7
RAYMOND ELEMENTARY SCHOOL,0
3,0
RAYMOND JR SR HIGH SCHOOL,0
3,0
RE-ENTRY HIGH SCHOOL,0
10,0
RE-ENTRY MIDDLE SCHOOL,0
10,0
REARDAN ELEMENTARY SCHOOL,3.4
5,3.4
REARDAN MIDDLE-SENIOR HIGH SCHOOL,6.2
0,6.2
RED ROCK ELEMENTARY,0
0,0
REDMOND ELEMENTARY,0.3
1,0.3
REDMOND HIGH,0.3
1,0.3
REDMOND MIDDLE SCHOOL,0.2
1,0.2
REED ELEMENTARY SCHOOL,0.2
6,0.2
REEVES MIDDLE SCHOOL,0.2
10,0.2
REGAL ELEMENTARY,0
5,0
RENAISSANCE ALTERNATIVE HIGH SCHOOL,0
6,0
RENAISSANCE SCHOOL,0
0,0
RENTON ACADEMY,2.2
9,2.2
RENTON CHRISTIAN SCHOOL,0
9,0
RENTON PARK ELEMENTARY SCHOOL,1.3
9,1.3
RENTON PREPARATORY CHRISTIAN SCHOOL,0
9,0
RENTON SENIOR HIGH SCHOOL,0.2
9,0.2
REPUBLIC ELEMENTARY SCHOOL,0
5,0
REPUBLIC JUNIOR HIGH,0
5,0
REPUBLIC SENIOR HIGH SCHOOL,2
5,2
RESTART LEADERSHIP ACADEMY,0
1,0
RICHARD GORDON ELEMENTARY,0.7
6,0.7
RICHLAND HIGH SCHOOL,0
4,0
RIDGE VIEW ELEMENTARY SCHOOL,0
4,0
RIDGECREST ELEMENTARY,0.4
7,0.2
8,0.2
RIDGEFIELD HIGH SCHOOL,0.8
3,0.8
RIDGELINE MIDDLE SCHOOL,1.4
0,1.4
RIDGETOP JUNIOR HIGH,0.1
6,0.1
RIDGEVIEW ELEMENTARY,0.8
4,0.2
5,0.6
RIDGEWOOD ELEMENTARY SCHOOL,0
8,0
RITZVILLE GRADE SCHOOL,0
4,0
RITZVILLE HIGH SCHOOL,0.8
4,0.8
RIVER RIDGE HIGH SCHOOL,0.1
10,0.1
RIVER VIEW HIGH SCHOOL,0.3
4,0.3
RIVERDAY SCHOOL,0
5,0
RIVERPOINT ACADEMY,0
5,0
RIVERS EDGE HIGH SCHOOL,0
4,0
RIVERSIDE CHRISTIAN SCHOOL,0.3
4,0.3
RIVERSIDE ELEMENTARY,0.3
5,0.3
RIVERSIDE HIGH SCHOOL,0.4
5,0.4
RIVERSIDE MIDDLE SCHOOL,0.3
5,0.3
RIVERSIDE SDA CHRISTIAN SCHOOL,0
3,0
RIVERVIEW ELEMENTARY,0.4
1,0.4
RIVERVIEW ELEMENTARY SCHOOL,0
3,0
RIVERWOOD COMMUNITY SCHOOL,0
5,0
ROBERT E LEE ELEMENTARY,0
8,0
ROBERT FROST ELEMENTARY,0.6
4,0.6
ROBERT GRAY ELEMENTARY,0
3,0
6,0
ROBERT L OLDS JUNIOR HIGH SCHOOL,0
0,0
ROBERTSON ELEMENTARY,0
4,0
ROCHESTER HIGH SCHOOL,0.2
3,0.2
ROCHESTER MIDDLE SCHOOL,0.4
0,0.4
ROCHESTER PRIMARY SCHOOL,0
3,0
ROCK CREEK ELEMENTARY,0.4
0,0.4
ROCK CREEK HUTTERITE,0
0,0
ROCK ISLAND ELEMENTARY,0
4,0
ROCKWELL ELEMENTARY,0.2
1,0.2
ROCKY RIDGE ELEMENTARY,0.2
8,0.2
ROGERS ADVENTIST SCHOOL,0
5,0
ROGERS HIGH SCHOOL,0.3
5,0.1
10,0.2
ROOSEVELT ELEMENTARY,1
4,0
5,1
ROOSEVELT ELEMENTARY SCHOOL,1.7
0,0
2,0.3
3,0.2
4,0
6,0.2
10,1
ROOSEVELT HIGH SCHOOL,0.1
7,0.1
ROOT ACADEMY,0
7,0
ROSA PARKS ELEMENTARY,0
1,0
ROSALIA ELEMENTARY AND SECONDARY SCHOOL,0
5,0
ROSALIND FRANKLIN STEM ELEMENTARY,0
0,0
ROSE HILL ELEMENTARY,0
1,0
ROSE HILL MIDDLE SCHOOL,0.4
1,0.4
ROSE VALLEY ELEMENTARY,0
3,0
ROWENA CHESS ELEMENTARY,0
4,0
ROXHILL ELEMENTARY SCHOOL,0
7,0
ROY ELEMENTARY,0
0,0
ROYAL HIGH SCHOOL,0
0,0
ROYAL INTERMEDIATE SCHOOL,0
0,0
ROYAL MIDDLE SCHOOL,0
0,0
RUSH ELEMENTARY,0.5
1,0.5
RUTH LIVINGSTON ELEMENTARY,0
4,0
SACAJAWEA ELEMENTARY,0
4,0
SACAJAWEA ELEMENTARY SCHOOL,0.5
3,0.5
7,0
SACAJAWEA MIDDLE SCHOOL,1.3
5,0.9
9,0.4
SACRED HEART HOSPITAL,0
0,0
SACRED HEART SCHOOL,0
1,0
SADDLE MOUNTAIN ELEMENTARY,0.2
0,0.2
SADDLE MOUNTAIN SCHOOL,0
4,0
SADIE HALSTEAD MIDDLE SCHOOL,0.3
0,0.3
SAGE CREST ELEMENTARY SCHOOL,0
0,0
SAGE HILLS HIGH SCHOOL,1.8
4,1.8
SAGE POINT ELEMENTARY SCHOOL,0.5
4,0.5
SAGEBRUSH ELEMENTARY SCHOOL,0
4,0
SAGEBRUSH MONTESSORI SCHOOL,0
4,0
SAGHALIE MIDDLE SCHOOL,0
9,0
SAINT GEORGE'S SCHOOL,0.3
5,0.3
SAINT HELENS ELEMENTARY,0
3,0
SAKAI INTERMEDIATE,0.2
6,0.2
SALEM WOODS ELEMENTARY SCHOOL,0.2
1,0.2
SALISH MIDDLE SCHOOL,0
0,0
SALISH SCHOOL OF SPOKANE,0
5,0
SALISH SEA DEAF SCHOOL,0
2,0
SALK MIDDLE SCHOOL,0.3
5,0.3
SALMON BAY K-8 SCHOOL,0
7,0
SALMON CREEK ELEMENTARY,0
3,0
SALMONBERRY SCHOOL,4.3
2,4.3
SALNAVE ELEMENTARY,0.3
5,0.3
SALTARS POINT ELEMENTARY,0
10,0
SAMISH ELEMENTARY SCHOOL,0
2,0
SAMMAMISH SENIOR HIGH,0.2
9,0.2
SAND HILL ELEMENTARY,1.3
0,1.3
SAND POINT ELEMENTARY,0.4
7,0.4
SANDBURG ELEMENTARY,0.4
1,0.4
SANISLO ELEMENTARY SCHOOL,0
7,0
SARAH J ANDERSON ELEMENTARY,0.2
3,0.2
SATSOP ELEMENTARY,0
0,0
SATUS ELEMENTARY,0
4,0
SAWYER WOODS ELEMENTARY SCHOOL,0
8,0
SCENIC HILL ELEMENTARY SCHOOL,0
9,0
SCHOOL FOR THE ENTREPRENEUR,0.5
2,0.5
SCIENCE AND MATH INSTITUTE,0
6,0
SCOOTNEY SPRINGS ELEMENTARY,0.2
4,0.2
SCRIBER LAKE HIGH SCHOOL,0.4
7,0.4
SEABURY SCHOOL,0
9,0
SEABURY SCHOOL--MIDDLE SCHOOL CAMPUS,0
6,0
SEAHURST ELEMENTARY SCHOOL,0.2
7,0.2
SEATTLE ACADEMY OF ARTS/SCIENCES,0
9,0
SEATTLE AMISTAD SCHOOL,4.8
9,4.8
SEATTLE AREA GERMAN AMERICAN SCHOOL,2.4
7,2.4
SEATTLE CHRISTIAN SCHOOL,0
9,0
SEATTLE CLASSICAL CHRISTIAN SCHOOL,0
7,0
SEATTLE COUNTRY DAY SCHOOL,0
7,0
SEATTLE GIRLS SCHOOL,0
9,0
SEATTLE HEBREW ACADEMY,0
7,0
SEATTLE HILL ELEMENTARY,0.2
1,0.2
SEATTLE JEWISH COMMUNITY SCHOOL,0
7,0
SEATTLE LUTHERAN HIGH SCHOOL,0
7,0
SEATTLE MINI MEDICAL SCHOOL,0
0,0
SEATTLE NATIVITY SCHOOL,0
9,0
SEATTLE PREP/MATTEO RICCI COLLEGE,0
7,0
SEATTLE URBAN ACADEMY,0
9,0
SEATTLE WALDORF - THREE CEDARS,0
9,0
SEATTLE WALDORF SCHOOL - MEADOWBROOK,0.3
7,0.3
SEATTLE WORLD SCHOOL,0
7,0
SEAVIEW ELEMENTARY,0.2
7,0.2
SECONDARY ACADEMY FOR SUCCESS,0
1,0
SECONDARY LEARNING CENTER,0
9,0
SECONDARY OPTIONS,0
10,0
SEDRO WOOLLEY SENIOR HIGH SCHOOL,0.2
2,0.2
SEHOME HIGH SCHOOL,0.1
2,0.1
SELAH ACADEMY,0
4,0
SELAH COVENANT CHRISTIAN SCHOOL,0
4,0
SELAH HIGH SCHOOL,0.3
4,0.3
SELAH INTERMEDIATE SCHOOL,0
4,0
SELAH MIDDLE SCHOOL,0.1
4,0.1
SELKIRK ELEMENTARY,0
5,0
SELKIRK HIGH SCHOOL,1.2
0,1.2
SELKIRK MIDDLE SCHOOL,2
0,2
SENTINEL TECH ALT SCHOOL,2.9
0,2.9
SEQUIM COMMUNITY SCHOOL (OLYMPIC PENINSULA ACADEMY),2.3
6,2.3
SEQUIM MIDDLE SCHOOL,0.6
6,0.6
SEQUIM SENIOR HIGH,1.5
6,1.5
SEQUOIA HIGH SCHOOL,0
2,0
SEQUOYAH MIDDLE SCHOOL,0.2
8,0.2
SERENDIPITY ACADEMY AT THE LODGE,0
10,0
SERENE LAKE ELEMENTARY,0
2,0
SETH WOODARD ELEMENTARY,1
5,1
SETON CATHOLIC COLLEGE PREPARATORY HIGH SCHOOL,0
3,0
SEVEN OAKS ELEMENTARY,0.2
10,0.2
SHADLE PARK HIGH SCHOOL,0.7
5,0.7
SHADOW LAKE ELEMENTARY,0.3
8,0.3
SHAHALA MIDDLE SCHOOL,0.6
3,0.6
SHAMROCK EDUCATIONAL ACADEMY,0
5,0
SHARPSTEIN ELEMENTARY SCHOOL,0.2
5,0.2
SHAW ISLAND ELEMENTARY SCHOOL,0
0,0
SHAW MIDDLE SCHOOL,0.2
5,0.2
SHAW ROAD ELEMENTARY,0
10,0
SHELTON HIGH SCHOOL,0.3
10,0.3
SHELTON VALLEY CHRISTIAN SCHOOL,0
6,0
SHELTON VIEW ELEMENTARY,0
1,0
SHERIDAN ELEMENTARY,0.9
5,0.9
SHERIDAN ELEMENTARY SCHOOL,0.2
10,0.2
SHERMAN ELEMENTARY SCHOOL,0.2
6,0.2
SHERWOOD ELEMENTARY,0.4
7,0.4
SHERWOOD FOREST ELEMENTARY,0.5
9,0.5
SHERWOOD FOREST ELEMENTARY SCHOOL,0.2
9,0.2
SHILOH HILLS ELEMENTARY,0.2
5,0.2
SHINING MOUNTAIN ELEMENTARY,0.1
10,0.1
SHORECREST HIGH SCHOOL,0.1
7,0.1
SHORELINE CHRISTIAN SCHOOL,0
7,0
SHOREWOOD CHRISTIAN SCHOOL,0.9
7,0.9
SHOREWOOD ELEMENTARY,0.2
7,0.2
SHOREWOOD HIGH SCHOOL,0.1
7,0.1
SHOULTES ELEMENTARY,0.4
2,0.4
SHOWALTER MIDDLE SCHOOL,0.3
9,0.3
SHUKSAN MIDDLE SCHOOL,0.2
2,0.2
SIDNEY GLEN ELEMENTARY SCHOOL,0.2
6,0.2
SIERRA HEIGHTS ELEMENTARY SCHOOL,0.5
9,0.5
SIERRA VISTA MIDDLE SCHOOL,0
4,0
SIFTON ELEMENTARY SCHOOL,0.2
3,0.2
SILVER BEACH ELEMENTARY,0.2
2,0.2
SILVER FIRS ELEMENTARY,0.2
1,0.2
SILVER LAKE ELEMENTARY,0.3
0,0.3
SILVER LAKE ELEMENTARY SCHOOL,0.4
0,0.4
SILVER RIDGE ELEMENTARY,0
6,0
SILVER STAR ELEMENTARY SCHOOL,0.2
3,0.2
SILVERDALE ELEMENTARY,0
6,0
SILVERWOOD SCHOOL,0
6,0
SIMPSON AVENUE ELEMENTARY,1
6,1
SKAGIT ADVENTIST ACADEMY,0
2,0
SKAGIT FAMILY LEARNING CENTER MVSD,1.6
1,1.6
SKAMANIA ELEMENTARY,0
3,0
SKILSKIN HIGH SCHOOL,0
0,0
SKINNER ELEMENTARY MONTESSORI SCHOOL,0
3,0
SKY VALLEY ADVENTIST SCHOOL,0
0,0
SKY VALLEY EDUCATION CENTER,4.1
1,4.1
SKYKOMISH ELEMENTARY AND MIDDLE SCHOOL,5.1
1,5.1
SKYKOMISH HIGH SCHOOL,0
1,0
SKYLINE ELEMENTARY,0.2
1,0.2
SKYLINE ELEMENTARY SCHOOL,0.2
0,0.2
6,0
SKYLINE HIGH SCHOOL,0.1
8,0.1
SKYRIDGE MIDDLE SCHOOL,0.9
3,0.9
SKYVIEW HIGH SCHOOL,0.8
3,0.8
SKYVIEW JUNIOR HIGH SCHOOL,0.2
1,0.2
SLAVIC CHRISTIAN ACADEMY--EDGEWOOD,0
10,0
SLAVIC CHRISTIAN ACADEMY--SPOKANE,0
5,0
SLAVIC CHRISTIAN ACADEMY--TACOMA,4.1
6,4.1
SLAVIC CHRISTIAN ACADEMY-VANCOUVER,0
3,0
SMITH ELEMENTARY,0.5
8,0.5
SMITH ELEMENTARY SCHOOL,0
4,0
SNO-KING ACADEMY,0
7,0
SNOHOMISH HIGH SCHOOL,0.2
1,0.2
SNOQUALMIE ACCESS,0
0,0
SNOQUALMIE ELEMENTARY,0
0,0
SNOQUALMIE SPRINGS SCHOOL,0
8,0
SNOWDON ELEMENTARY,0.2
5,0.2
SOAP LAKE ELEMENTARY,0
0,0
SOAP LAKE MIDDLE AND HIGH SCHOOL,0
0,0
SOAR ACADEMY PUBLIC CHARTER SCHOOL,0.7
6,0.7
SOLOMON CHRISTIAN SCHOOL,0
7,0
SOLVE FOR X SCHOOL,0
0,0
SOMERSET ELEMENTARY SCHOOL,0.3
9,0.3
SONSHINE CHRISTIAN ELEMENTARY,0
3,0
SOOS CREEK ELEMENTARY SCHOOL,0.5
9,0.5
SOUND PREPARATORY ACADEMY (FORMERLY XCEED PREPARATORY SCHOOL 2016),0
9,0
SOUND VIEW EDUCATION DBA STERLING WEST SEATTLE CAMPUS,0
7,0
SOUNDVIEW SCHOOL,0
2,0
SOUTH BAY ELEMENTARY,0.6
10,0.6
SOUTH BEND HIGH SCHOOL,0.4
0,0.4
SOUTH COLBY ELEMENTARY,0
6,0
SOUTH KITSAP HIGH SCHOOL,0.3
6,0.3
SOUTH LAKE HIGH SCHOOL,1.3
9,1.3
SOUTH PINES ELEMENTARY,0
5,0
SOUTH RIDGE ELEMENTARY,1
3,1
SOUTH SHORE K-8 SCHOOL,0
9,0
SOUTH SOUND CHRISTIAN SCHOOLS-TACOMA BAPTIST CAMPUS,0
6,0
SOUTH SOUND HIGH SCHOOL,0
10,0
SOUTHERN HEIGHTS ELEMENTARY,0
7,0
SOUTHGATE ELEMENTARY SCHOOL,0
4,0
SOUTHRIDGE HIGH SCHOOL,0
4,0
SOUTHSIDE CHRISTIAN SCHOOL,0
5,0
SOUTHSIDE ELEMENTARY,0
10,0
SOUTHWOOD ELEMENTARY SCHOOL,0.4
8,0.4
SOUTHWORTH ELEMENTARY,0
0,0
SPANAWAY ELEMENTARY,0
10,0
SPANAWAY LAKE HIGH SCHOOL,0.3
10,0.3
SPANAWAY MIDDLE SCHOOL,0.6
10,0.6
SPANISH WITH SARAH,0
3,0
SPECIAL EDUCATION SCHOOL,0
0,0
SPECTRUM ACADEMY,0
1,0
SPINNING ELEMENTARY,0.9
10,0.9
SPIRITRIDGE ELEMENTARY SCHOOL,0
9,0
SPOKANE CHRISTIAN ACADEMY,0
5,0
SPOKANE FALLS MONTESSORI,0
5,0
SPOKANE INTERNATIONAL ACADEMY,0
5,0
SPOKANE PUBLIC MONTESSORI,0.7
5,0.7
SPOKANE VALLEY ADVENTIST SCHOOL,4.9
5,4.9
SPOKANE VALLEY HIGH SCHOOL,0
5,0
SPOKANE VALLEY LEARNING ACADEMY,0
5,0
SPOKANE VALLEY TRANSITION SCHOOL,0.7
5,0.7
SPOKANE WINDSONG SCHOOL,7.5
5,7.5
SPRAGUE ELEMENTARY,0
0,0
SPRAGUE HIGH SCHOOL,0
0,0
SPRING ACADEMY,0
0,0
SPRING STREET INTERNATIONAL SCHOOL,0
